 Dental  Medical  Professional Services , Southern US ,http://www.dentek.com/ https://www.facebook.com/dentek https://www.twitter.com/dentek https://www.twitter.com/dentek ,"DenTek is a worldwide leader in innovative oral care products including floss picks, interdental brush cleaners, dental guards for nighttime bruxism, disposable dental picks, braces care and dental repair. DenTek products are available in over 30 countries worldwide and in retail stores nationwide including Walmart, Target, Walgreens, CVS, Rite Aid and Kroger. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Artificial Intelligence  Dental  Health Care  Internet  Machine Learning  Medical  SaaS , Great Lakes ,https://www.dentem.co https://www.facebook.com/dentem.co https://www.linkedin.com/company/10249743?trk=tyah&trkInfo=clickedVertical%3Acompany%2CentityType%3AentityHistoryName%2CclickedEntityId%3Acompany_10249743%2Cidx%3A1 https://twitter.com/dentem_co https://twitter.com/dentem_co ,"Dentem is a platform that allows dental practices to be more reliable and flexible to attain business growth. As a innovative dental practice management platform we give dental practice managers all the tools for their daily workflow. But we are not just an CRM or EHR. Dentem is simple yet very powerful. We are using machine learning to analyse X-rays and we server our algorithm as a service and currently working on a digital voice enabled assistant that will come out very soon. Stay tuned as we will disrupt the dental software market. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Artificial Intelligence  Image Recognition  Machine Learning  Medical ,,http://www.denti.ai ,"Denti.AI is a machine learning startup specialising in dental image diagnostics. Our mission is to revolutionise radiological diagnostics in dentistry, providing a fast and reliable cloud service that allows to find more pathologies, earlier. The service automatically compiles professional assessment reports, ready for the dentist's review and correction in a rich graphical interface, handing to the patients, and importing into electronic medical records. We have developed proprietary technology consisting of a pipeline of specialised deep neural networks that perform detection and classification of teeth and several types of pathological and non-pathological findings. We invested a lot in the data and the size of our private dataset is orders of magnitude higher than what is available to most researchers. This allows us to deliver high recognition and prediction accuracy and bring practical value to our users, both professionals and researchers, now. And the more users we have, the better the quality gets. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Health Care ,,http://dentidesk.com http://www.facebook.com/dentidesk https://www.linkedin.com/company/dentidesk http://twitter.com/DentiDesk http://twitter.com/DentiDesk ,"DentiDesk is an online agenda and notification system for dental offices and their patients. Dental practices and personalize mail, create calendars, set alerts, and automate patient communication. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Dental  Health Care  Software , Greater Phoenix Area  Western US ,https://www.dentimax.com/ https://www.facebook.com/dentimaxsoftware/ https://www.linkedin.com/company/dentimax/ https://twitter.com/DentiMaxLLC https://twitter.com/DentiMaxLLC ,"DentiMax is revolutionizing Dental Practice Management Software and producing incredibly refreshing new products and software. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Dental  Health Care  Medical , European Union (EU) ,http://www.dentimus.pl http://twitter.com/Dentimus http://twitter.com/Dentimus ,"<a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Dental  Health Care ,,http://www.dentisan.co.uk http://www.facebook.com/pages/Dentisan-Ltd/163813730360642 http://twitter.com/DentisanLtd http://twitter.com/DentisanLtd ,"Dentisan supply dental surgery cleaning products. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Dental  Health Care  Medical Device , Great Lakes  Midwestern US ,http://dentismart.com/ https://www.facebook.com/microbrush ,"DentiSmart is a producer of an innovative sectional matrix system used in dental restorative procedures. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Cloud Infrastructure  Dental , Washington DC Metro Area  East Coast  Southern US ,http://www.dentisoft.com/ http://www.facebook.com/dentisoft ,"<a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Dental  Health Care , European Union (EU) ,http://www.dentisphere.com ,"Dentisphere is a web-based software that provides training solutions to dentists. It was launched in 2013 and is based in Wavre. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Dental  Internet , Greater Boston Area  East Coast  New England ,,"Dentist Defender help's dentist aggressively monitor, manage and repair their reviews and reputations online. We have been helping doctor's be present, protected and prosperous on the internet and clear of defamation from review sites, blogs and social media. Dentist Defender has been chosen by many of the top professional dentist to protect their reviews and online reputation.  Defamatory content posted on the internet can destroy the reputation of an dentist, a small pratice or private organization. We have been involved in a variety of internet defamation cases and understand how to navigate the common pitfalls. Our team works to identify and stop anonymous defamers, removes defamatory information from websites and search engine indices and defend dentist against reputation attacks.  In the wild west atmosphere of the internet, experience matters. As experts, we are typically able to take swift steps to assist in the removal of defamatory content online or end other internet crises. Indeed, given the short statute of limitations of online defamations cases in the majority of states, it is important to consider taking action quickly.  We believe that providing appropriate solutions for our dentist's online reputation and other internet problems requires a full understanding of the available resources and avenues of recourse, as well as how and when to use the available options. Our reputation advisors have extensive experience developing appropriate solutions for our doctor's online defamation and other internet problems. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
